name,categories,fragrance_notes,description,sizes,price_min,price_max,currency,in_stock,product_url,image_url,is_popular
V. Uomo Coral fantasy born in R (Perfume),Clone Perfumes,,Coral fantasy born in R Coral fantasy born in R Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/coral-fantasy-born-in-r-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
V. Uomo Coral fantasy born in R (Attar),"Arabic Attar, Clone Attar",,Coral fantasy born in R Coral fantasy born in R Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/coral-fantasy-born-in-r-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Hibiscus mahaja (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Hibiscus mahaja Hibiscus mahaja inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/hibiscus-mahaja-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Hibiscus mahaja (Perfume),Clone Perfumes,,Hibiscus mahaja Hibiscus mahaja Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/hibiscus-mahaja-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/12/Gemini_Generated_Image_lfqffylfqffylfqf-1.png,false
1212 pack,30 ML Series,,Created by Al Haramain Perfumes Hyderabad,,300,300,INR,true,https://alharamainperfumes.in/product/12-12-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/05/21baeebc-aff1-4277-84e5-af2343fad0c1.jpeg,false
Kaaf (Perfume),"Clone Perfumes, French",,Kaaf Kaaf Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/kaaf-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Kaaf (Attar),"Clone Attar, French Attar",,Kaaf Kaaf Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/kaaf-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
African leather body perfume 20gm,,,Created by Al Haramain Perfumes Hyderabad,,200,200,INR,false,https://alharamainperfumes.in/product/african-leather-body-perfume-20gm/,https://alharamainperfumes.in/wp-content/uploads/2025/05/27f074a4-7ab1-41de-ae8c-ad41142d50ce.jpeg,false
Imperial valley body perfume 20gm,,,,,200,200,INR,true,https://alharamainperfumes.in/product/imperial-valley-body-perfume-20gm/,https://alharamainperfumes.in/wp-content/uploads/2025/05/27f074a4-7ab1-41de-ae8c-ad41142d50ce.jpeg,false
Ameer al Oud body perfume 20gm,,,Created by Al Haramain Perfumes Hyderabad,,200,200,INR,true,https://alharamainperfumes.in/product/ameer-al-oud-body-perfume-20gm/,https://alharamainperfumes.in/wp-content/uploads/2025/05/27f074a4-7ab1-41de-ae8c-ad41142d50ce.jpeg,false
Khamra body perfume 20gm,,,,,200,200,INR,true,https://alharamainperfumes.in/product/khamra-body-perfume-20gm/,https://alharamainperfumes.in/wp-content/uploads/2025/05/27f074a4-7ab1-41de-ae8c-ad41142d50ce.jpeg,false
Akoya super (Perfume ),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/akoya-super-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Akoya super (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/akoya-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Akoya (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/akoya-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Akoya (Attar),"Clone Attar, French Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/akoya-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Oud for happiness (Perfume ),"Clone Perfumes, French",,Oud for happiness Oud for happiness Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/oud-for-happiness-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Oud for happiness (Attar),"Clone Attar, French Attar",,Oud for happiness Oud for happiness Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/oud-for-happiness-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
God of fire (Perfume),Clone Perfumes,,God of fire God of fire Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/god-of-fire-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
God of fire (Attar),"Arabic Attar, Clone Attar",,God of fire God of fire Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/god-of-fire-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Philosykos (Perfume),"Clone Perfumes, French",,Philosykos Philosykos Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/philosykos-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Philosykos (Attar),"Arabic Attar, Clone Attar",,Philosykos Philosykos Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/philosykos-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Ilio (Perfume),Clone Perfumes,,Ilio Ilio Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/ilio-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Ilio (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Ilio super Ilio inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/ilio-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
9 am(Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/9-amloose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
9 am (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/9-am-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Un jardin herme (Perfume),"Clone Perfumes, French, French Perfumes",,Un jardin herme Un jardin herme Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/un-jardin-herme-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Un jardin herme (Attar),"Clone Attar, French Attar, French Attars",,Un jardin herme Un jardin herme Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/un-jardin-herme-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Fantasm (Perfume),"Clone Perfumes, French",,Fantasm Fantasm Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/fantasm-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Fantasm (Attar),"Clone Attar, French Attar",,Fantasm Fantasm Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/fantasm-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Goddess mug (Perfume),"Clone Perfumes, French",,Goddess mug Goddess mug Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/goddess-mug-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Goddess mug (Attar),"Clone Attar, French Attar, Premium Attars",,Goddess mug Goddess mug Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/goddess-mug-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Imagination eco (Perfume),"Clone Perfumes, French, French Perfumes",,Imagination eco Imagination eco Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/imagination-eco-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Imagination eco (Attar),"Clone Attar, French Attar, French Attars",,Imagination eco Imagination eco Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/imagination-eco-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Babycat super (Perfume),Clone Perfumes,,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/babycat-super-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Babycat super (Attar),"Arabic Attar, Clone Attar, Premium Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/babycat-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Babycat (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/babycat-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Babycat (Attar),"Clone Attar, French Attar, Premium Attars",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/babycat-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Meteore super (Perfume),Clone Perfumes,,Meteore super Meteore super Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/meteore-super-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Meteore super (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Meteore super Meteore super inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/meteore-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Kunafa chocolate Dubai (Perfume),"Clone Perfumes, Indian",,Kunafa chocolate Dubai Kunafa chocolate Dubai Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/kunafa-chocolate-dubai-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Kunafa chocolate Dubai (Attar),"Clone Attar, Indian Attar, Premium Attars",,Kunafa chocolate Dubai Kunafa chocolate Dubai Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/kunafa-chocolate-dubai-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Erba pack,30 ML Series,,Erba 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/erba-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/8df418bd-e0d0-481c-942e-3a56378affa4-9.jpg,false
White musk pack,30 ML Series,,White musk 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,false,https://alharamainperfumes.in/product/white-musk-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/8df418bd-e0d0-481c-942e-3a56378affa4-8.jpg,false
Savage pack,30 ML Series,,Savage 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/savage-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/8df418bd-e0d0-481c-942e-3a56378affa4-7.jpg,false
R7 pack,30 ML Series,,R7 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,false,https://alharamainperfumes.in/product/r7-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/8df418bd-e0d0-481c-942e-3a56378affa4-6.jpg,false
Bombshell pack,30 ML Series,,Bombshell 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/bombshell-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/8df418bd-e0d0-481c-942e-3a56378affa4-5.jpg,false
Ultra blue pack,30 ML Series,,Ultra blue 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/ultra-blue-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/c287097f-4b08-48a8-ad42-95831a941352-4.jpg,false
Imperial valley pack,30 ML Series,,Imperial valley 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/imperial-valley-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/c287097f-4b08-48a8-ad42-95831a941352-3.jpg,false
Marj pack,30 ML Series,,Marj 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/marj-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/c287097f-4b08-48a8-ad42-95831a941352-2.jpg,false
Ameer al Oud pack,30 ML Series,,Created by Al Haramain Perfumes Hyderabad,,300,300,INR,true,https://alharamainperfumes.in/product/ameer-al-oud-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/c287097f-4b08-48a8-ad42-95831a941352-1.jpg,false
Areej pack,30 ML Series,,Created by Al Haramain Perfumes Hyderabad,,300,300,INR,true,https://alharamainperfumes.in/product/areej-pack-2/,https://alharamainperfumes.in/wp-content/uploads/2025/04/6b6f0de3-32b1-43d9-bf9c-43dbc9587587.jpg,false
1000 wishes pack,30 ML Series,,Created by Al Haramain Perfumes Hyderabad,,300,300,INR,true,https://alharamainperfumes.in/product/areej-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/04/c287097f-4b08-48a8-ad42-95831a941352.jpg,false
Yum pistachio (Perfume),"Clone Perfumes, Indian",,Yum pistachio Yum pistachio Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/yum-pistachio-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Yum pistachio (Attar),"Clone Attar, Indian Attar, Premium Attars",,Yum pistachio Yum pistachio Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/yum-pistachio-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Blue sapphire victorious (Perfume),"Clone Perfumes, Indian, Premium Perfumes",,"Blue sapphire victorious Inspired by Dahn Al Oudh Lujain by Ajm, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",800,7500,INR,true,https://alharamainperfumes.in/product/blue-sapphire-victorious-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Blue sapphire victorious (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Blue sapphire victorious Blue sapphire victorious Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",700,2500,INR,true,https://alharamainperfumes.in/product/blue-sapphire-victorious-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Ventus absolu super (Perfume),"Clone Perfumes, French Perfumes",,Ventus absolu super Ventus absolu super Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/ventus-absolu-super-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Ventus absolu super (Attar),"Arabic Attar, Clone Attar, French Attars, Premium Attars",,"Ventus absolu super Ventus absolu super inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/ventus-absolu-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,true
Artisan varvatos (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/artisan-varvatos-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
